Year,Attribute,Value
1991,Capital inputs: Land,1.061917621
1991,Capital inputs: Inventories,1.11620393
1991,Labor inputs: Total,1.221188608
1991,Labor inputs: Hired labor,1.194250125
1991,Labor inputs: Self-employed and unpaid family,1.234895158
1991,Intermediate inputs: Total,0.815405558
1991,Intermediate inputs: Feed and seed,0.812994406
1991,Intermediate inputs: Energy,1.468309865
1991,Intermediate inputs: Fertilizer and lime,0.706299713
1991,Intermediate inputs: Pesticides,0.496887408
1991,Intermediate inputs: Purchased services,0.788137009
1991,Intermediate inputs: Other intermediate,0.756652163
1991,Total factor productivity (TFP),0.763254409
1992,Total agricultural output,0.772636025
1992,Livestock and products output: Total 1/,0.776806804
1992,Livestock and products output: Meat animals,0.901057177
1992,Livestock and products output: Dairy,0.716129808
1992,Livestock and products output: Poultry and eggs,0.613535561
1992,Crops output: Total,0.787979067
1992,Crops output: Food grains,1.117919812
1992,Crops output: Feed crops,0.832145481
1992,Crops output: Oil crops,0.577215894
1992,Crops output: Vegetables and melons,1.045150198
1992,Crops output: Fruits and nuts,0.723103127
1992,Crops output: Other crops 2/,0.835483693
1992,Farm-related output 3/,0.692469744
1992,Farm inputs: Total ,0.940692588
1992,Capital inputs: Total,1.026796328
1992,Capital inputs: Durable equipment,0.781901295
1992,Capital inputs: Service buildings,1.454625047
1992,Capital inputs: Land,1.059203038
1992,Capital inputs: Inventories,1.114740517
1992,Labor inputs: Total,1.1899448
1992,Labor inputs: Hired labor,1.130002462
1992,Labor inputs: Self-employed and unpaid family,1.22462467
1992,Intermediate inputs: Total,0.803042261
1992,Intermediate inputs: Feed and seed,0.80813403
1992,Intermediate inputs: Energy,1.44936628
1992,Intermediate inputs: Fertilizer and lime,0.725556951
1992,Intermediate inputs: Pesticides,0.513680955
1992,Intermediate inputs: Purchased services,0.75800345
1992,Intermediate inputs: Other intermediate,0.656480372
1992,Total factor productivity (TFP),0.821348052
1993,Total agricultural output,0.735209581
1993,Livestock and products output: Total 1/,0.783869769
1993,Livestock and products output: Meat animals,0.899605447
1993,Livestock and products output: Dairy,0.715822115
1993,Livestock and products output: Poultry and eggs,0.640788617
1993,Crops output: Total,0.710362651
1993,Crops output: Food grains,1.068470364
1993,Crops output: Feed crops,0.642382882
1993,Crops output: Oil crops,0.495841429
1993,Crops output: Vegetables and melons,1.083421746
1993,Crops output: Fruits and nuts,0.777396034
1993,Crops output: Other crops 2/,0.825012744
1993,Farm-related output 3/,0.736774166
1993,Farm inputs: Total ,0.950469505
1993,Capital inputs: Total,1.016488911
1993,Capital inputs: Durable equipment,0.7527533
1993,Capital inputs: Service buildings,1.418046198
1993,Capital inputs: Land,1.060553354
1993,Capital inputs: Inventories,1.16462935
1993,Labor inputs: Total,1.140621839
1993,Labor inputs: Hired labor,1.124593846
1993,Labor inputs: Self-employed and unpaid family,1.147193759
1993,Intermediate inputs: Total,0.838775617
1993,Intermediate inputs: Feed and seed,0.826483425
1993,Intermediate inputs: Energy,1.455713744
1993,Intermediate inputs: Fertilizer and lime,0.719878657
1993,Intermediate inputs: Pesticides,0.506980799
1993,Intermediate inputs: Purchased services,0.846564453
1993,Intermediate inputs: Other intermediate,0.695963493
1993,Total factor productivity (TFP),0.773522535
1994,Total agricultural output,0.821309828
1994,Livestock and products output: Total 1/,0.826683344
1994,Livestock and products output: Meat animals,0.968415263
1994,Livestock and products output: Dairy,0.7305
1994,Livestock and products output: Poultry and eggs,0.671541125
1994,Crops output: Total,0.8395229
1994,Crops output: Food grains,1.077146008
1994,Crops output: Feed crops,0.84727188
1994,Crops output: Oil crops,0.665770362
1994,Crops output: Vegetables and melons,1.196939153
1994,Crops output: Fruits and nuts,0.808207451
1994,Crops output: Other crops 2/,0.893039093
1994,Farm-related output 3/,0.709722547
1994,Farm inputs: Total ,0.991934288
1994,Capital inputs: Total,1.003007352
1994,Capital inputs: Durable equipment,0.72824991
1994,Capital inputs: Service buildings,1.385017553
1994,Capital inputs: Land,1.064534242
1994,Capital inputs: Inventories,1.113357793
1994,Labor inputs: Total,1.314857852
1994,Labor inputs: Hired labor,1.095321213
1994,Labor inputs: Self-employed and unpaid family,1.45134734
1994,Intermediate inputs: Total,0.869635533
1994,Intermediate inputs: Feed and seed,0.838661439
1994,Intermediate inputs: Energy,1.495300619
1994,Intermediate inputs: Fertilizer and lime,0.730851774
1994,Intermediate inputs: Pesticides,0.591997574
1994,Intermediate inputs: Purchased services,0.877435889
1994,Intermediate inputs: Other intermediate,0.79643009
1994,Total factor productivity (TFP),0.827988142
1995,Total agricultural output,0.778421076
1995,Livestock and products output: Total 1/,0.842433145
1995,Livestock and products output: Meat animals,0.976273073
1995,Livestock and products output: Dairy,0.739120192
1995,Livestock and products output: Poultry and eggs,0.696764405
1995,Crops output: Total,0.74599209
1995,Crops output: Food grains,1.001074453
1995,Crops output: Feed crops,0.694325346
1995,Crops output: Oil crops,0.575624995
1995,Crops output: Vegetables and melons,1.133927882
1995,Crops output: Fruits and nuts,0.752057115
1995,Crops output: Other crops 2/,0.856005758
1995,Farm-related output 3/,0.79292347
1995,Farm inputs: Total ,1.003113307
1995,Capital inputs: Total,0.99824263
1995,Capital inputs: Durable equipment,0.706480513
1995,Capital inputs: Service buildings,1.351968492
1995,Capital inputs: Land,1.069330725
1995,Capital inputs: Inventories,1.201199896
1995,Labor inputs: Total,1.321454645
1995,Labor inputs: Hired labor,1.134652258
1995,Labor inputs: Self-employed and unpaid family,1.437077238
1995,Intermediate inputs: Total,0.888618906
1995,Intermediate inputs: Feed and seed,0.873788891
1995,Intermediate inputs: Energy,1.568586643
1995,Intermediate inputs: Fertilizer and lime,0.579959049
1995,Intermediate inputs: Pesticides,0.635598689
1995,Intermediate inputs: Purchased services,0.915232783
1995,Intermediate inputs: Other intermediate,0.870399846
1995,Total factor productivity (TFP),0.776005134
1996,Total agricultural output,0.815717115
1996,Livestock and products output: Total 1/,0.838860551
1996,Livestock and products output: Meat animals,0.938765433
1996,Livestock and products output: Dairy,0.733322115
1996,Livestock and products output: Poultry and eggs,0.738528217
1996,Crops output: Total,0.810030422
1996,Crops output: Food grains,1.03594443
1996,Crops output: Feed crops,0.812014673
1996,Crops output: Oil crops,0.621967961
1996,Crops output: Vegetables and melons,1.172497349
1996,Crops output: Fruits and nuts,0.754447634
1996,Crops output: Other crops 2/,0.895256805
1996,Farm-related output 3/,0.805817868
1996,Farm inputs: Total ,0.941914344
1996,Capital inputs: Total,0.985570117
1996,Capital inputs: Durable equipment,0.685462981
1996,Capital inputs: Service buildings,1.321029687
1996,Capital inputs: Land,1.073394516
1996,Capital inputs: Inventories,1.149890185
1996,Labor inputs: Total,1.223547958
1996,Labor inputs: Hired labor,1.083604361
1996,Labor inputs: Self-employed and unpaid family,1.309572753
1996,Intermediate inputs: Total,0.818736313
1996,Intermediate inputs: Feed and seed,0.789522848
1996,Intermediate inputs: Energy,1.569106434
1996,Intermediate inputs: Fertilizer and lime,0.60677913
1996,Intermediate inputs: Pesticides,0.402580236
1996,Intermediate inputs: Purchased services,0.894462192
1996,Intermediate inputs: Other intermediate,0.772602235
1996,Total factor productivity (TFP),0.866020482
1997,Total agricultural output,0.848195299
1997,Livestock and products output: Total 1/,0.855528265
1997,Livestock and products output: Meat animals,0.955811983
1997,Livestock and products output: Dairy,0.743735577
1997,Livestock and products output: Poultry and eggs,0.754046223
1997,Crops output: Total,0.850398512
1997,Crops output: Food grains,1.122869692
1997,Crops output: Feed crops,0.810188359
1997,Crops output: Oil crops,0.693312004
1997,Crops output: Vegetables and melons,1.184746349
1997,Crops output: Fruits and nuts,0.891633415
1997,Crops output: Other crops 2/,0.934445522
1997,Farm-related output 3/,0.855991758
1997,Farm inputs: Total ,0.982916182
1997,Capital inputs: Total,0.983827338
1997,Capital inputs: Durable equipment,0.674230198
1997,Capital inputs: Service buildings,1.29287509
1997,Capital inputs: Land,1.075387609
1997,Capital inputs: Inventories,1.225122743
1997,Labor inputs: Total,1.21384675
1997,Labor inputs: Hired labor,1.140414932
1997,Labor inputs: Self-employed and unpaid family,1.257531482
1997,Intermediate inputs: Total,0.891976012
1997,Intermediate inputs: Feed and seed,0.848656972
1997,Intermediate inputs: Energy,1.606657646
1997,Intermediate inputs: Fertilizer and lime,0.749652624
1997,Intermediate inputs: Pesticides,0.494507234
1997,Intermediate inputs: Purchased services,0.935613752
1997,Intermediate inputs: Other intermediate,0.899710908
1997,Total factor productivity (TFP),0.862937567
1998,Total agricultural output,0.854012551
1998,Livestock and products output: Total 1/,0.861312296
1998,Livestock and products output: Meat animals,0.956959637
1998,Livestock and products output: Dairy,0.749725962
1998,Livestock and products output: Poultry and eggs,0.766978914
1998,Crops output: Total,0.839338627
1998,Crops output: Food grains,1.150296117
1998,Crops output: Feed crops,0.827673368
1998,Crops output: Oil crops,0.716201222
1998,Crops output: Vegetables and melons,1.169668753
1998,Crops output: Fruits and nuts,0.81456092
1998,Crops output: Other crops 2/,0.862213286
1998,Farm-related output 3/,1.000418351
1998,Farm inputs: Total ,1.001583782
1998,Capital inputs: Total,0.979907594
1998,Capital inputs: Durable equipment,0.672108376
1998,Capital inputs: Service buildings,1.265257831
1998,Capital inputs: Land,1.074327396
1998,Capital inputs: Inventories,1.229763442
1998,Labor inputs: Total,1.152738114
1998,Labor inputs: Hired labor,1.161385362
1998,Labor inputs: Self-employed and unpaid family,1.144298002
1998,Intermediate inputs: Total,0.944200903
1998,Intermediate inputs: Feed and seed,0.915215568
1998,Intermediate inputs: Energy,1.620943643
1998,Intermediate inputs: Fertilizer and lime,0.925370748
1998,Intermediate inputs: Pesticides,0.501992276
1998,Intermediate inputs: Purchased services,0.96156384
1998,Intermediate inputs: Other intermediate,0.824888821
1998,Total factor productivity (TFP),0.85266212
1999,Total agricultural output,0.873740898
1999,Livestock and products output: Total 1/,0.882897391
1999,Livestock and products output: Meat animals,0.958589177
1999,Livestock and products output: Dairy,0.775899038
1999,Livestock and products output: Poultry and eggs,0.800941347
1999,Crops output: Total,0.848613508
1999,Crops output: Food grains,1.081198627
1999,Crops output: Feed crops,0.825925067
1999,Crops output: Oil crops,0.691300597
1999,Crops output: Vegetables and melons,1.276718768
1999,Crops output: Fruits and nuts,0.832537834
1999,Crops output: Other crops 2/,0.896641335
1999,Farm-related output 3/,1.09474955
1999,Farm inputs: Total ,1.004086225
1999,Capital inputs: Total,0.976651368
1999,Capital inputs: Durable equipment,0.675790871
1999,Capital inputs: Service buildings,1.240928353
1999,Capital inputs: Land,1.070198561
1999,Capital inputs: Inventories,1.21837404
1999,Labor inputs: Total,1.14059051
1999,Labor inputs: Hired labor,1.208259995
1999,Labor inputs: Self-employed and unpaid family,1.094586873
1999,Intermediate inputs: Total,0.95386698
1999,Intermediate inputs: Feed and seed,0.966445798
1999,Intermediate inputs: Energy,1.64553207
1999,Intermediate inputs: Fertilizer and lime,0.767685256
1999,Intermediate inputs: Pesticides,0.490498369
1999,Intermediate inputs: Purchased services,0.9752975
1999,Intermediate inputs: Other intermediate,0.84401237
1999,Total factor productivity (TFP),0.870185126
2000,Total agricultural output,0.878561278
2000,Livestock and products output: Total 1/,0.883839734
2000,Livestock and products output: Meat animals,0.930574949
2000,Livestock and products output: Dairy,0.798490385
2000,Livestock and products output: Poultry and eggs,0.817359176
2000,Crops output: Total,0.864512526
2000,Crops output: Food grains,1.039136635
2000,Crops output: Feed crops,0.83799228
2000,Crops output: Oil crops,0.710023384
2000,Crops output: Vegetables and melons,1.257979886
2000,Crops output: Fruits and nuts,0.906955032
2000,Crops output: Other crops 2/,0.919460725
2000,Farm-related output 3/,1.035187904
2000,Farm inputs: Total ,0.986812744
2000,Capital inputs: Total,0.971549703
2000,Capital inputs: Durable equipment,0.67373556
2000,Capital inputs: Service buildings,1.221024259
2000,Capital inputs: Land,1.063807964
2000,Capital inputs: Inventories,1.208743247
2000,Labor inputs: Total,1.093185356
2000,Labor inputs: Hired labor,1.014867903
2000,Labor inputs: Self-employed and unpaid family,1.138576063
2000,Intermediate inputs: Total,0.943146777
2000,Intermediate inputs: Feed and seed,0.943631848
2000,Intermediate inputs: Energy,1.571167506
2000,Intermediate inputs: Fertilizer and lime,0.9415836
2000,Intermediate inputs: Pesticides,0.508967627
2000,Intermediate inputs: Purchased services,0.925977119
2000,Intermediate inputs: Other intermediate,0.822207146
2000,Total factor productivity (TFP),0.890301917
2001,Total agricultural output,0.883118075
2001,Livestock and products output: Total 1/,0.889926166
2001,Livestock and products output: Meat animals,0.952431353
2001,Livestock and products output: Dairy,0.789052885
2001,Livestock and products output: Poultry and eggs,0.828430333
2001,Crops output: Total,0.861048934
2001,Crops output: Food grains,0.957327047
2001,Crops output: Feed crops,0.821969259
2001,Crops output: Oil crops,0.754747595
2001,Crops output: Vegetables and melons,1.200350841
2001,Crops output: Fruits and nuts,0.884321708
2001,Crops output: Other crops 2/,0.949626385
2001,Farm-related output 3/,1.093505585
2001,Farm inputs: Total ,0.967587692
2001,Capital inputs: Total,0.967553321
2001,Capital inputs: Durable equipment,0.67250588
2001,Capital inputs: Service buildings,1.206998282
2001,Capital inputs: Land,1.056071744
2001,Capital inputs: Inventories,1.221161557
2001,Labor inputs: Total,1.090798938
2001,Labor inputs: Hired labor,1.023458096
2001,Labor inputs: Self-employed and unpaid family,1.129463413
2001,Intermediate inputs: Total,0.911719712
2001,Intermediate inputs: Feed and seed,0.919211726
2001,Intermediate inputs: Energy,1.533783372
2001,Intermediate inputs: Fertilizer and lime,0.859500645
2001,Intermediate inputs: Pesticides,0.344017378
2001,Intermediate inputs: Purchased services,0.956041137
2001,Intermediate inputs: Other intermediate,0.897935872
2001,Total factor productivity (TFP),0.912700815
2002,Total agricultural output,0.865135421
2002,Livestock and products output: Total 1/,0.89711959
2002,Livestock and products output: Meat animals,0.927043587
2002,Livestock and products output: Dairy,0.812230769
2002,Livestock and products output: Poultry and eggs,0.865090455
2002,Crops output: Total,0.825583993
2002,Crops output: Food grains,0.821252142
2002,Crops output: Feed crops,0.775572418
2002,Crops output: Oil crops,0.706938398
2002,Crops output: Vegetables and melons,1.237868053
2002,Crops output: Fruits and nuts,0.888029149
2002,Crops output: Other crops 2/,0.913678637
2002,Farm-related output 3/,1.0741099
2002,Farm inputs: Total ,0.965690188
2002,Capital inputs: Total,0.981531171
2002,Capital inputs: Durable equipment,0.680828635
2002,Capital inputs: Service buildings,1.184159197
2002,Capital inputs: Land,1.048066644
2002,Capital inputs: Inventories,1.236109841
2002,Labor inputs: Total,1.101828723
2002,Labor inputs: Hired labor,1.037570426
2002,Labor inputs: Self-employed and unpaid family,1.138576008
2002,Intermediate inputs: Total,0.899518728
2002,Intermediate inputs: Feed and seed,0.904083723
2002,Intermediate inputs: Energy,1.668173188
2002,Intermediate inputs: Fertilizer and lime,0.84791848
2002,Intermediate inputs: Pesticides,0.370125161
2002,Intermediate inputs: Purchased services,0.911250561
2002,Intermediate inputs: Other intermediate,0.848456486
2002,Total factor productivity (TFP),0.895872643
2003,Total agricultural output,0.883867203
2003,Livestock and products output: Total 1/,0.913549119
2003,Livestock and products output: Meat animals,0.927095925
2003,Livestock and products output: Dairy,0.813567308
2003,Livestock and products output: Poultry and eggs,0.917351745
2003,Crops output: Total,0.85956756
2003,Crops output: Food grains,1.093981767
2003,Crops output: Feed crops,0.850694134
2003,Crops output: Oil crops,0.645571352
2003,Crops output: Vegetables and melons,1.213432561
2003,Crops output: Fruits and nuts,0.896575442
2003,Crops output: Other crops 2/,0.936859686
2003,Farm-related output 3/,0.98618041
2003,Farm inputs: Total ,0.957312509
2003,Capital inputs: Total,0.956805528
2003,Capital inputs: Durable equipment,0.689619425
2003,Capital inputs: Service buildings,1.165538654
2003,Capital inputs: Land,1.040765026
2003,Capital inputs: Inventories,1.196371561
2003,Labor inputs: Total,1.063643301
2003,Labor inputs: Hired labor,1.014867891
2003,Labor inputs: Self-employed and unpaid family,1.090987147
2003,Intermediate inputs: Total,0.908588626
2003,Intermediate inputs: Feed and seed,0.920051367
2003,Intermediate inputs: Energy,1.402159442
2003,Intermediate inputs: Fertilizer and lime,1.11284811
2003,Intermediate inputs: Pesticides,0.379974155
2003,Intermediate inputs: Purchased services,0.903944959
2003,Intermediate inputs: Other intermediate,0.778087751
2003,Total factor productivity (TFP),0.923279697
2004,Total agricultural output,0.924406983
2004,Livestock and products output: Total 1/,0.89873057
2004,Livestock and products output: Meat animals,0.935015402
2004,Livestock and products output: Dairy,0.815942308
2004,Livestock and products output: Poultry and eggs,0.873338886
2004,Crops output: Total,0.941002328
2004,Crops output: Food grains,1.055899344
2004,Crops output: Feed crops,0.937800675
2004,Crops output: Oil crops,0.800847495
2004,Crops output: Vegetables and melons,1.261170258
2004,Crops output: Fruits and nuts,0.922836013
2004,Crops output: Other crops 2/,1.031455068
2004,Farm-related output 3/,1.021849217
2004,Farm inputs: Total ,0.945604701
2004,Capital inputs: Total,0.957465633
2004,Capital inputs: Durable equipment,0.707905751
2004,Capital inputs: Service buildings,1.146030632
2004,Capital inputs: Land,1.033961506
2004,Capital inputs: Inventories,1.165909347
2004,Labor inputs: Total,1.023033511
2004,Labor inputs: Hired labor,0.91976238
2004,Labor inputs: Self-employed and unpaid family,1.083897925
2004,Intermediate inputs: Total,0.903475228
2004,Intermediate inputs: Feed and seed,0.923414787
2004,Intermediate inputs: Energy,1.504541027
2004,Intermediate inputs: Fertilizer and lime,0.981857137
2004,Intermediate inputs: Pesticides,0.415069538
2004,Intermediate inputs: Purchased services,0.893740356
2004,Intermediate inputs: Other intermediate,0.665861312
2004,Total factor productivity (TFP),0.977582896
2005,Total agricultural output,0.912331188
2005,Livestock and products output: Total 1/,0.920946384
2005,Livestock and products output: Meat animals,0.932309797
2005,Livestock and products output: Dairy,0.845365385
2005,Livestock and products output: Poultry and eggs,0.897992812
2005,Crops output: Total,0.905073834
2005,Crops output: Food grains,1.026073036
2005,Crops output: Feed crops,0.883493067
2005,Crops output: Oil crops,0.805333228
2005,Crops output: Vegetables and melons,1.220476035
2005,Crops output: Fruits and nuts,0.840371364
2005,Crops output: Other crops 2/,1.015942119
2005,Farm-related output 3/,0.987115664
2005,Farm inputs: Total ,0.955532826
2005,Capital inputs: Total,0.967906473
2005,Capital inputs: Durable equipment,0.738438006
2005,Capital inputs: Service buildings,1.12956885
2005,Capital inputs: Land,1.027308602
2005,Capital inputs: Inventories,1.262272564
2005,Labor inputs: Total,1.038188
2005,Labor inputs: Hired labor,0.930522127
2005,Labor inputs: Self-employed and unpaid family,1.101697577
2005,Intermediate inputs: Total,0.910654487
2005,Intermediate inputs: Feed and seed,0.950781671
2005,Intermediate inputs: Energy,1.392828082
2005,Intermediate inputs: Fertilizer and lime,0.804876453
2005,Intermediate inputs: Pesticides,0.429425937
2005,Intermediate inputs: Purchased services,0.929558099
2005,Intermediate inputs: Other intermediate,0.815110958
2005,Total factor productivity (TFP),0.954787908
2006,Total agricultural output,0.902326007
2006,Livestock and products output: Total 1/,0.94025965
2006,Livestock and products output: Meat animals,0.940269366
2006,Livestock and products output: Dairy,0.86875
2006,Livestock and products output: Poultry and eggs,0.928540551
2006,Crops output: Total,0.859039237
2006,Crops output: Food grains,0.885055958
2006,Crops output: Feed crops,0.829288462
2006,Crops output: Oil crops,0.809704015
2006,Crops output: Vegetables and melons,1.207513882
2006,Crops output: Fruits and nuts,0.916320953
2006,Crops output: Other crops 2/,0.872311403
2006,Farm-related output 3/,1.090022643
2006,Farm inputs: Total ,0.959564829
2006,Capital inputs: Total,0.973202328
2006,Capital inputs: Durable equipment,0.75680479
2006,Capital inputs: Service buildings,1.110795729
2006,Capital inputs: Land,1.020537413
2006,Capital inputs: Inventories,1.25884539
2006,Labor inputs: Total,0.965430292
2006,Labor inputs: Hired labor,0.852001084
2006,Labor inputs: Self-employed and unpaid family,1.032505752
2006,Intermediate inputs: Total,0.945774655
2006,Intermediate inputs: Feed and seed,0.956293792
2006,Intermediate inputs: Energy,1.341209839
2006,Intermediate inputs: Fertilizer and lime,0.995203433
2006,Intermediate inputs: Pesticides,0.456834197
2006,Intermediate inputs: Purchased services,0.976716357
2006,Intermediate inputs: Other intermediate,0.827057645
2006,Total factor productivity (TFP),0.940349187
2007,Total agricultural output,0.927136235
2007,Livestock and products output: Total 1/,0.924863632
2007,Livestock and products output: Meat animals,0.907140642
2007,Livestock and products output: Dairy,0.887331731
2007,Livestock and products output: Poultry and eggs,0.941263767
2007,Crops output: Total,0.922232428
2007,Crops output: Food grains,0.986335949
2007,Crops output: Feed crops,0.971418744
2007,Crops output: Oil crops,0.691380818
2007,Crops output: Vegetables and melons,1.206725848
2007,Crops output: Fruits and nuts,0.984093608
2007,Crops output: Other crops 2/,0.983029881
2007,Farm-related output 3/,1.028709396
2007,Farm inputs: Total ,0.995731906
2007,Capital inputs: Total,0.964763698
2007,Capital inputs: Durable equipment,0.756791879
2007,Capital inputs: Service buildings,1.090287713
2007,Capital inputs: Land,1.013479503
2007,Capital inputs: Inventories,1.226776113
2007,Labor inputs: Total,0.986054865
2007,Labor inputs: Hired labor,0.931652814
2007,Labor inputs: Self-employed and unpaid family,1.017662643
2007,Intermediate inputs: Total,1.001857196
2007,Intermediate inputs: Feed and seed,0.974731137
2007,Intermediate inputs: Energy,1.539627348
2007,Intermediate inputs: Fertilizer and lime,0.847282109
2007,Intermediate inputs: Pesticides,0.571527162
2007,Intermediate inputs: Purchased services,1.095572102
2007,Intermediate inputs: Other intermediate,0.878535274
2007,Total factor productivity (TFP),0.931110301
2008,Total agricultural output,0.960991739
2008,Livestock and products output: Total 1/,0.94317949
2008,Livestock and products output: Meat animals,0.952136323
2008,Livestock and products output: Dairy,0.908225962
2008,Livestock and products output: Poultry and eggs,0.95917289
2008,Crops output: Total,0.95370941
2008,Crops output: Food grains,1.17918005
2008,Crops output: Feed crops,0.924767819
2008,Crops output: Oil crops,0.758348296
2008,Crops output: Vegetables and melons,1.001068119
2008,Crops output: Fruits and nuts,0.931602396
2008,Crops output: Other crops 2/,1.266698176
2008,Farm-related output 3/,1.171227737
2008,Farm inputs: Total ,0.979809364
2008,Capital inputs: Total,0.965051307
2008,Capital inputs: Durable equipment,0.767270852
2008,Capital inputs: Service buildings,1.071988379
2008,Capital inputs: Land,1.008457033
2008,Capital inputs: Inventories,1.233923598
2008,Labor inputs: Total,0.967152697
2008,Labor inputs: Hired labor,0.897744298
2008,Labor inputs: Self-employed and unpaid family,1.007768965
2008,Intermediate inputs: Total,0.981607603
2008,Intermediate inputs: Feed and seed,0.963767479
2008,Intermediate inputs: Energy,1.400398879
2008,Intermediate inputs: Fertilizer and lime,0.956237696
2008,Intermediate inputs: Pesticides,0.55122435
2008,Intermediate inputs: Purchased services,1.032650947
2008,Intermediate inputs: Other intermediate,0.895160091
2008,Total factor productivity (TFP),0.980794605
2009,Total agricultural output,0.971310308
2009,Livestock and products output: Total 1/,0.929844151
2009,Livestock and products output: Meat animals,0.946340267
2009,Livestock and products output: Dairy,0.904754808
2009,Livestock and products output: Poultry and eggs,0.909621754
2009,Crops output: Total,0.97675037
2009,Crops output: Food grains,1.074837976
2009,Crops output: Feed crops,0.971477348
2009,Crops output: Oil crops,0.849361313
2009,Crops output: Vegetables and melons,0.996270893
2009,Crops output: Fruits and nuts,0.955469944
2009,Crops output: Other crops 2/,1.206282109
2009,Farm-related output 3/,1.188400374
2009,Farm inputs: Total ,0.973075422
2009,Capital inputs: Total,0.973654004
2009,Capital inputs: Durable equipment,0.794990651
2009,Capital inputs: Service buildings,1.060734534
2009,Capital inputs: Land,1.005863774
2009,Capital inputs: Inventories,1.226243477
2009,Labor inputs: Total,0.941251511
2009,Labor inputs: Hired labor,0.873403816
2009,Labor inputs: Self-employed and unpaid family,0.98095679
2009,Intermediate inputs: Total,0.977314179
2009,Intermediate inputs: Feed and seed,0.95476687
2009,Intermediate inputs: Energy,1.805163922
2009,Intermediate inputs: Fertilizer and lime,0.939108435
2009,Intermediate inputs: Pesticides,0.503901333
2009,Intermediate inputs: Purchased services,0.973379412
2009,Intermediate inputs: Other intermediate,0.849871637
2009,Total factor productivity (TFP),0.998186046
2010,Total agricultural output,0.958268646
2010,Livestock and products output: Total 1/,0.939345738
2010,Livestock and products output: Meat animals,0.944734236
2010,Livestock and products output: Dairy,0.922581731
2010,Livestock and products output: Poultry and eggs,0.925771788
2010,Crops output: Total,0.970355665
2010,Crops output: Food grains,1.083536361
2010,Crops output: Feed crops,0.929323339
2010,Crops output: Oil crops,0.846063672
2010,Crops output: Vegetables and melons,0.994067272
2010,Crops output: Fruits and nuts,0.966740875
2010,Crops output: Other crops 2/,1.262477159
2010,Farm-related output 3/,1.008056686
2010,Farm inputs: Total ,0.94304743
2010,Capital inputs: Total,0.966525155
2010,Capital inputs: Durable equipment,0.795509975
2010,Capital inputs: Service buildings,1.045952382
2010,Capital inputs: Land,1.00484666
2010,Capital inputs: Inventories,1.164958229
2010,Labor inputs: Total,0.937403461
2010,Labor inputs: Hired labor,0.939030733
2010,Labor inputs: Self-employed and unpaid family,0.936380876
2010,Intermediate inputs: Total,0.931557335
2010,Intermediate inputs: Feed and seed,0.964068916
2010,Intermediate inputs: Energy,1.467925697
2010,Intermediate inputs: Fertilizer and lime,0.771511893
2010,Intermediate inputs: Pesticides,0.492660985
2010,Intermediate inputs: Purchased services,0.93776939
2010,Intermediate inputs: Other intermediate,0.817089143
2010,Total factor productivity (TFP),1.016140456
2011,Total agricultural output,0.961702413
2011,Livestock and products output: Total 1/,0.953664713
2011,Livestock and products output: Meat animals,0.973388774
2011,Livestock and products output: Dairy,0.938894231
2011,Livestock and products output: Poultry and eggs,0.945795374
2011,Crops output: Total,0.931638268
2011,Crops output: Food grains,0.963412459
2011,Crops output: Feed crops,0.894039532
2011,Crops output: Oil crops,0.788538419
2011,Crops output: Vegetables and melons,0.972838812
2011,Crops output: Fruits and nuts,1.006551307
2011,Crops output: Other crops 2/,1.19359009
2011,Farm-related output 3/,1.325200008
2011,Farm inputs: Total ,0.946861949
2011,Capital inputs: Total,0.962364001
2011,Capital inputs: Durable equipment,0.803581142
2011,Capital inputs: Service buildings,1.027230552
2011,Capital inputs: Land,1.004481305
2011,Capital inputs: Inventories,1.056052185
2011,Labor inputs: Total,0.939011113
2011,Labor inputs: Hired labor,0.924134675
2011,Labor inputs: Self-employed and unpaid family,0.947634755
2011,Intermediate inputs: Total,0.939822676
2011,Intermediate inputs: Feed and seed,0.924161522
2011,Intermediate inputs: Energy,1.380600669
2011,Intermediate inputs: Fertilizer and lime,0.785489529
2011,Intermediate inputs: Pesticides,0.738741528
2011,Intermediate inputs: Purchased services,0.97888357
2011,Intermediate inputs: Other intermediate,0.79367493
2011,Total factor productivity (TFP),1.015673314
2012,Total agricultural output,0.961077927
2012,Livestock and products output: Total 1/,0.961407914
2012,Livestock and products output: Meat animals,0.967922456
2012,Livestock and products output: Dairy,0.960033654
2012,Livestock and products output: Poultry and eggs,0.947119079
2012,Crops output: Total,0.893960308
2012,Crops output: Food grains,1.081392101
2012,Crops output: Feed crops,0.803844836
2012,Crops output: Oil crops,0.783497877
2012,Crops output: Vegetables and melons,1.007676882
2012,Crops output: Fruits and nuts,1.009833462
2012,Crops output: Other crops 2/,1.138768433
2012,Farm-related output 3/,1.638197093
2012,Farm inputs: Total ,0.939592141
2012,Capital inputs: Total,0.966534179
2012,Capital inputs: Durable equipment,0.82946995
2012,Capital inputs: Service buildings,1.017942795
2012,Capital inputs: Land,1.003994667
2012,Capital inputs: Inventories,1.039525307
2012,Labor inputs: Total,0.931639023
2012,Labor inputs: Hired labor,0.926298806
2012,Labor inputs: Self-employed and unpaid family,0.934689931
2012,Intermediate inputs: Total,0.927141334
2012,Intermediate inputs: Feed and seed,0.923026612
2012,Intermediate inputs: Energy,0.800007157
